text,label,label_desc,translation
i don t want to cry either because i know she ll think i feel tortured having to eat the black part of the rice,3,anger,Ayaw ko rin umiyak dahil alam kong aakala niya akong pinahirapan sa pagkain ng itim na bahagi ng bigas.
i feel like im giving them a story to tell to their friends and family which is funny because growing up i anticipated to be the one to travel and spontaneously meet an erratic person that swoons me with their life stories,4,fear,"Parang binibigay ko sa kanila ang kwento na ipagkukuwento nila sa kanilang mga kaibigan at pamilya, nakakatawa dahil noong bata ako, inaasahan kong ako ang maglalakbay at magkakilala ng isang kakaibang tao na mapapaibig sa akin sa pamamagitan ng kanilang mga kwento sa buhay."
im sad for the kids whose mother is obese depressed and feeling hopeless because of her health,0,sadness,"Malungkot ako para sa mga bata na inaapi ng kanilang ina na may sobra sa timbang, malungkot at nawawalan ng pag-asa dahil sa kalusugan niya."
ive always been very nervous to do something like that as i feel like i am not really that talented to enter something into an official contest,1,joy,Lagi akong kinakabahan na gawin ang ganitong bagay dahil parang hindi ako gaanong may talento para pumasok sa isang opisyal na paligsahan.
i feel skeptical about the sustainability of that,4,fear,Nag-aalinlangan ako sa kakayahang magtagal ng ganun.
i ini i feel strange,4,fear,Nararamdaman kong kakaiba.
i thought he was going to say no but he just put on what i call his smacked puppy face and that always makes me feel rotten,0,sadness,Akala ko sasabihin niyang hindi pero ginawa niya lang ang tawag kong mukha ng nabagsak na aso at lagi akong nadudurog ng damdamin.
i told her that we cannot continue this way and when she is starting to feel frustrated she has to let me know in a calm way,3,anger,"Sinabi ko sa kanya na hindi na natin ito matutuloy at kapag nagsisimula siyang mag-frustrate, dapat niya akong ipaalam nang mahinahon."
i only tried for three and i can still feel the longing that came with wanting a child,2,love,Tatlong beses ko lang sinubukan at nararamdaman ko pa rin ang pagnanasa na dala ng pagnanais magkaroon ng anak.
i remember reading red seas under red skies and feeling a bit disappointed,0,sadness,"Naalala ko na nabasa ko ang ""Red Seas Under Red Skies"" at medyo nabigo ako."
i read a story that left me feeling confused frustrated and a little angry,4,fear,"Nabasa ko ang isang kwento na iniwan akong nalilito, nagagalit, at medyo nagagalit."
i feel utterly exhausted and unable to function,0,sadness,Napapagod na ako nang lubos at hindi na makapag-gana.
i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,3,anger,Nararamdaman kong pagmamalaki na hindi na ako kailangang bumili ng isang rol ng mga barya sa bodega sa sulok at ang pakiramdam na ito ang tanging nagpapapigil sa akin na magalit na ang aming silid-laba ay kakaibang walang mga makina ng palit-barya.
i came home from work today feeling satisfied that work went alright,1,joy,Umalis ako sa trabaho kanina na nakaramdam ng kasiyahan dahil naging maayos ang araw ko sa trabaho.
i really would feel terrible if i didnt let certain people know,0,sadness,Talagang masasaktan ako kung hindi ko sasabihin sa ilang tao.
i feel shamed hes not here,0,sadness,Nakakahiya na wala siya rito.
i felt god telling me this is what makes me feel loved,2,love,Naramdaman kong sinasabi ng Diyos sa akin na ito ang nagpaparamdam sa akin ng pagmamahal.
im freaking out worried feeling rejected,0,sadness,"Kinakabahan at natatakot ako, parang tinatanggihan ako."
i dont have the hatred for juice that i had last night at this time but im not feeling too fond of the veggie smell in my kitchen,2,love,"Wala akong sama ng loob sa juice ngayon tulad ng kagabi sa oras na ito, pero hindi ko masyadong gusto ang amoy ng gulay sa aking kusina."
i wish i could call off the wedding just so i can feel carefree again,1,joy,Sana maaring i-cancel ko ang kasal para lang makaramdam muli ng kalayaan.
i am already feeling anxious then how is going off my anti anxiety medicine going to help me,4,fear,"Naramdaman ko na ang kaba, paano naman ang pagtigil sa aking gamot para sa kaba ay makakatulong sa akin?"
i don t feel that longing,2,love,Hindi ko nararamdaman ang pag-aalinlangan.
i feel contented staying grounded and take it slow as i build up the little things that comes my way,1,joy,Nakakagaan ng loob na manatili sa lupa at dahan-dahang tahakin ang bawat maliit na bagay na darating sa aking landas.
im grateful for the cozy feeling of hot cocoa and flannel nighties,2,love,Nagpapasalamat ako sa mainit at komportableng pakiramdam ng tsokolateng mainit at damit pangtulog na flanel.
im not the only one that feels this discomfort and discontent in general as evidenced by matt from muse quoted here talking about their album if you look at those protests in france the size and level of protest doesnt really relate to what theyre protesting about,0,sadness,"Hindi ako nag-iisa na nararamdaman ang ganitong kakulangan at hindi pagsang-ayon, gaya ng ipinapakita ni Matt mula sa Muse na binanggit dito tungkol sa kanilang album. Kung titingnan mo ang mga protesta sa Pransiya, ang laki at antas ng protesta ay hindi talaga nauugnay sa kanilang tinututulan."
i say nothing then i my feelings are hurt i feel uncomfortable and direspected,0,sadness,"Hindi ako nagsasalita, pero nasasaktan ang aking damdamin, at nararamdaman kong hindi ako komportable at hindi nirerespeto."
i do feel alittle submissive it isnt the same,0,sadness,"Nararamdaman ko ang kaunting pagsunod, hindi ito pareho."
i realise that although i originally started this blog for a specific purpose it has really grown beyond that and i shouldnt feel pressured to writing about specific things,4,fear,"Napagtanto ko na kahit na para sa isang partikular na layunin ko itong sinimulan, ito ay talagang lumaki nang higit pa rito at hindi dapat akong makaramdam ng presyur na sumulat tungkol sa mga tiyak na bagay."
i work out i feel invigorated,1,joy,"Nag-eehersisyo ako, nararamdaman kong nabubuhay ulit."
i must confess im feeling a little overwhelmed,4,fear,"Dapat kong aminin, medyo nahihirapan ako."
i really feel amp dont be so uptight when expectations of others are met,4,fear,"Talagang nararamdaman ko ang kilig, huwag masyadong mahigpit kapag natutupad ang inaasahan ng iba."
im feeling very blessed amp grateful that i live in the united states of america with the freedoms we enjoy amp the opportunity to vote tomorrow for our next president,2,love,Nararamdaman kong sobrang biyaya at pasasalamat na nakatira ako sa Estados Unidos kasama ang mga kalayaan na ating tinatamasa at ang pagkakataong bumoto bukas para sa ating susunod na pangulo.
i feel like he counted my letter as one supporting the current status quo which to say the least is not what i stated,1,joy,"Parang binilang niya ang aking sulat bilang isa na sumusuporta sa kasalukuyang kalagayan, na kung sasabihin ko nang totoo, hindi iyon ang aking sinabi."
i feel traumatised and pained,0,sadness,Nararamdaman kong traumatiko at nasasaktan.
stranded in the north of fraser island with a submerged wd hire vehicle,4,fear,Na-stranded sa hilagang bahagi ng Fraser Island kasama ang isang nalubog na sasakyan mula sa WD Hire.
i get the feeling youve been punished enough,0,sadness,Nararamdaman kong sapat na ang parusa mo.
i will feel so glad to go sing me to sleep sing me to sleep i dont want to wake up on my own anymore,1,joy,"Masaya akong aawitin ninyo ako habang natutulog, aawitin ninyo ako habang natutulog, ayaw ko nang magising mag-isa."
i mean already as a parent from the moment the iolani left my body i can tell you i feel like im constantly fearful for something horrible happening to her thats out of my control,4,fear,"Ibig sabihin, mula nang lumabas si Iolani sa aking katawan, bilang isang magulang, masasabi kong lagi akong natatakot na mangyari sa kanya ang isang masamang bagay na hindi ko kayang kontrolin."
i know we often feel like we dont know what books to use during our lessons and sometimes find the provided leveled readers to be boring,0,sadness,Alam kong madalas tayong makaramdam na hindi natin alam anong mga aklat ang gagamitin sa ating mga aralin at minsan ay nakakabagot ang mga ibinibigay na leveled readers.
i feel that the music is kinda boring,0,sadness,Nararamdaman kong medyo nakakabagot ang musika.
i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,3,anger,Lagi akong nakaramdam na nasa mabuting kondisyon ngunit lalong nagagalit dahil sa paulit-ulit na pagdami ng taba sa katawan na tila hindi maiiwasan.
i think i was feeling so excited today,1,joy,Akala ko'y sobrang saya ko ngayon.
i so much appreciate all of my readers and followers but please feel free to skip this pity party post,1,joy,Napakasaya ko sa lahat ng aking mga mambabasa at tagasunod ngunit paki-libre lang na i-skip ang post na ito ng pagdadalamhati.
im feeling quite excited because i get to introduce you to my newest fabulous sponsor,1,joy,Napakasaya ko dahil makikilala ko kayo sa aking pinakabagong at kamangha-manghang sponsor.
i have to get on my bike days straight so feeling tender a day after playing rugby is good prep for that,2,love,Kailangan kong mag-bike nang araw-araw kaya maganda ang pakiramdam na medyo masakit isang araw matapos mag-rugby bilang paghahanda para doon.
i also loved the feeling of that gentle rippling through the body when i floated in water it was a bonus having friends with pools growing up in australia,2,love,"Gustung-gusto ko rin ang pakiramdam ng mahinang pag-agos sa katawan kapag lumulutang ako sa tubig, isang karagdagang kasiyahan dahil may mga kaibigan akong may mga pool noong lumaki ako sa Australia."
i feel like a woman should be respected at all times therefore i made the right decision he said,1,joy,"Nararamdaman kong dapat igalang ang isang babae anumang oras kaya tama ang aking desisyon, sabi niya."
i would be feeling miserable today,0,sadness,Magiging malungkot ako ngayon.
i have a sense of both in my mind s eye i feel that divine energy way up aloft and i experience its reflection in me sometimes like a rare sunny day in a rainy climate,1,joy,"Mayroon akong pakiramdam ng parehong bagay sa aking isipan; nararamdaman ko ang banal na enerhiyang nasa itaas at nakakaranas ako ng repleksiyon nito sa aking sarili minsan, parang bihirang araw ng araw na sumisikat sa isang klima ng ulan."
i loved how all his pack mates bonded with her the touchy feely way they were with each other was sweet,1,joy,"Gustung-gusto ko kung paano nag-uugnay ang lahat ng kanyang mga kasama sa pack sa kanya, ang paraan nilang mahawakan at ma-feel ang isa't isa ay matamis."
i feel spiteful for typing this but the first hand knowledge and statistics ive gone over regarding mormons and anti depressants is startling,3,anger,"Nararamdaman kong may sama ng loob habang ini-type ito, ngunit ang unang-kamay na kaalaman at mga istatistika na aking pinag-aralan tungkol sa mga Mormon at antidepresant ay nakakagulat."
i didn t feel well,1,joy,Hindi ako nakaramdam ng maganda.
i feel with the capacity of a producer and an actor someone like david would be far more accepted when he comes onscreen and shows boxing in a different light,1,joy,"Sa aking palagay, bilang isang producer at aktor, mas tatanggapin si David kapag siya ay lumitaw sa screen at ipinakita ang boksing sa ibang pananaw."
i feel so empty and cold inside,0,sadness,Nararamdaman kong napakalungkot at malamig sa loob ko.
