text,label,label_desc
i point these things out so as to make clear that i went into this film with the best intentions but left feeling irritated confused and wore out,3,anger
i feel so heartbroken and confused and just blah blah blah,0,sadness
i guess you could say i am a loner but i feel more lonely in a crowed room with boring people than i feel on my own,0,sadness
i don t feel like i m a valuable person,1,joy
i usually start feeling anxious,4,fear
i am thankful for the opportunity to help others feel better about themselves and i am grateful that i can help educate others on have to achieve their goals as well,1,joy
i wake up feeling fearful and helpless,4,fear
i cant escape the tears of sadness and just true grief i feel at the loss of my sweet friend and sister,2,love
im feeling craving theres always a tender morsel of a song ready to appease my appetite,2,love
i not feel resentful for always putting out more effort then ever receiving,3,anger
i actually like having things clean but i like to have them messy first so i feel rebellious,3,anger
i have done quite a bit of traveling together and so know how to keep the other laughing when we re feeling defeated or stressed and the addition of audie and mona only multiplied the laughter,0,sadness
i yearn for when i feel vulnerable,4,fear
i feel heartbroken and worried and i have a wicked headache,0,sadness
i get so tired of pretending everything is great and granted things are pretty good yet i am feeling discontent,0,sadness
i miss the feeling of feeling amazing,4,fear
i got to feel that lovely weight again,2,love
im back to feeling fine running,1,joy
i was feeling pretty satisfied with everything and i was eating fairly well also,1,joy
i suppose i felt odd and different too and liked to feel accepted even on a superficial level for an hour or two,2,love
i did cry more than i ever have i actually rarely cry but sometimes i get to the heart of my pain over men in general and my feeling that i am damaged somehow and that s why no one likes me so maybe that was it,0,sadness
i been feeling terrific i was amazed at how my need to binge was abated and i ve lost weight without even trying,1,joy
i come to feel assured as part of your power to do what s in my greatest interest,1,joy
im not sure why i always feel reluctant to write nutrition health posts but i decided that those days are over,4,fear
i feel groggy and disoriented,0,sadness
i know i shouldn t feel offended but i do,3,anger
i have read and experienced going vegetarian to vegan from a meat eater how the toxins leave your body and make you feel irritable and grumpy,3,anger
im still feeling a bit drained,0,sadness
im feeling romantic towards not another relative friend coworker,2,love
i actually answered you pathetic fucking e mails but no thats too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he felt the feeling come over him he bagan to shiver and shaken with fear,4,fear
i subconsciously feel a little bashful at the display of nakedness in front of me while watching the maid wipe windows on the outside of the room actually its just her shadow behind the drawn curtains,4,fear
i feel like a bitchy selfish idiot,3,anger
im feeling more fucked up than ive ever had and its nothing to do with my school work,3,anger
i am a recovering umlungu addicted to feeling superior,1,joy
i do not feel disadvantaged or jealous without these things i feel empowered instead,0,sadness
i feel damn lame hahahahahha,0,sadness
i also feel fairly confident about how i made a realization realization made with the help of dr,1,joy
